Id. de la fila,Id. del pedido,Fecha de pedido,Fecha del envío,Método de envío,Id. del cliente,Nombre del cliente,Segmento,Ciudad,Provincia/Estado/Departamento,País/Región,Región,Id. del producto,Categoría,Subcategoría,Nombre del producto,Ventas,Cantidad
9003,MX-2021-105928,2/05/2021,30/04/2021,Urgente,45895630,Pamela Casanova,Cliente,Zapopan,Jalisco,México,Norte,MAT-SO-10004692,Material de oficina,Sobres,"GlobeWeis Sobres de uso interno, Plateado",334.8,1
9002,MX-2021-105928,2/05/2021,30/04/2021,Urgente,45895630,Pamela Casanova,Cliente,Zapopan,Jalisco,México,Norte,MAT-CA-10001534,Material de oficina,Carpetas,"Wilson Jones Anillas, Económico",90.6,3
9004,MX-2021-105928,2/05/2021,30/04/2021,Urgente,45895630,Pamela Casanova,Cliente,Zapopan,Jalisco,México,Norte,TEC-CO-10003293,Tecnología,Copiadoras,"Hewlett Fotocopiadora con fax, 2",1283.2284,1
4482,MX-2021-150336,2/05/2021,30/04/2021,Rápido,31548262,David Cordero,Pequeña empresa,Aracaju,Sergipe,Brasil,Sur,MAT-PA-10002873,Material de oficina,Papel,"Xerox Recordadores, Paquete de 12",353.4,3
2899,MX-2021-126571,2/05/2021,30/04/2021,Rápido,28255973,Lía Pabón,Cliente,Mejicanos,San Salvador,El Salvador,Centro,MOB-SI-10004792,Mobiliario,Sillas,"Hon Mecedora, Rojo",870.8,1
566,MX-2021-100811,3/05/2021,28/04/2021,Estándar,32027126,Eleonor Carranza,Pequeña empresa,Tlalnepantla,México,México,Norte,MOB-LI-10003530,Mobiliario,Librerías,"Sauder Biblioteca, Metal",4128.96,2
2993,MX-2021-142468,3/05/2021,28/04/2021,Estándar,58228252,Núria Laureano,Empresa,Chihuahua,Chihuahua,México,Norte,MAT-SO-10000190,Material de oficina,Sobres,"Cameo Sobre de tipo Manila, Rojo",1832.4,9
3065,MX-2021-140298,3/05/2021,29/04/2021,Rápido,51674893,Begoña Hinojosa,Cliente,Holguín,Holguín,Cuba,Caribe,MAT-ET-10004911,Material de oficina,Etiquetas,"Harbour Creations Etiquetas de envío, Ajustable",187.2,3
3066,MX-2021-140298,3/05/2021,29/04/2021,Rápido,51674893,Begoña Hinojosa,Cliente,Holguín,Holguín,Cuba,Caribe,TEC-TE-10002924,Tecnología,Teléfonos,"Cisco Auriculares, Tamaños variados",2434.4,4
6413,MX-2021-158694,4/05/2021,29/04/2021,Estándar,87846947,Fito Trujillo,Pequeña empresa,Managua,Managua,Nicaragua,Centro,MAT-ET-10000646,Material de oficina,Etiquetas,"Avery Etiquetas redondas, Duradero",150.6,3
7357,US-2021-142986,4/05/2021,2/05/2021,Rápido,64375299,Karmele Andante,Cliente,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,TEC-MÁ-10004544,Tecnología,Máquinas,"StarTech Impresora de recibos, Rojo",646.38,3
6256,US-2021-129371,5/05/2021,28/04/2021,Estándar,27428088,Óscar Armendáriz,Cliente,Avellaneda,Santa Fe,Argentina,Sur,TEC-MÁ-10004544,Tecnología,Máquinas,"StarTech Impresora de recibos, Rojo",2154.6,5
9139,MX-2021-133410,5/05/2021,30/04/2021,Estándar,29488327,Diana García,Cliente,San Salvador,San Salvador,El Salvador,Centro,MAT-SO-10001818,Material de oficina,Sobres,"Ames Sobre de tipo Manila, 50",493.8,3
1643,MX-2021-114944,5/05/2021,30/04/2021,Rápido,60287284,Néstor Mena,Cliente,Cienfuegos,Cienfuegos,Cuba,Caribe,MAT-ET-10000036,Material de oficina,Etiquetas,"Avery Etiquetas con códigos de color, Ajustable",1044.4,14
1642,MX-2021-114944,5/05/2021,30/04/2021,Rápido,60287284,Néstor Mena,Cliente,Cienfuegos,Cienfuegos,Cuba,Caribe,MAT-GR-10000951,Material de oficina,Grapas,"OIC Grapadoras, Tamaños variados",229.6,2
3340,US-2021-133011,5/05/2021,1/05/2021,Estándar,51188858,Alberto Márquez,Empresa,Tegucigalpa,Francisco Morazán,Honduras,Centro,MAT-AL-10002011,Material de oficina,Almacenamiento,"Smead Carpetas, Metal",132.48,2
8361,MX-2021-108217,6/05/2021,29/04/2021,Estándar,42556429,Natalia Paredes,Empresa,Ciudad de México,Distrito Federal,México,Norte,MOB-ME-10002279,Mobiliario,Mesas,"Bevis Mesa de ordenador, Blanco",7947.36,3
1446,US-2021-140375,7/05/2021,2/05/2021,Rápido,29334720,Salomé Castillo,Pequeña empresa,Callao,Callao,Perú,Sur,MAT-CA-10002956,Material de oficina,Carpetas,"Avery Anillas, Transparente",46.44,3
7076,MX-2021-110121,7/05/2021,2/05/2021,Rápido,57776070,Héctor Urías,Cliente,Managua,Managua,Nicaragua,Centro,TEC-TE-10000236,Tecnología,Teléfonos,"Apple Base de audio, Al por mayor",4452.8,4
7075,MX-2021-110121,7/05/2021,2/05/2021,Rápido,57776070,Héctor Urías,Cliente,Managua,Managua,Nicaragua,Centro,MAT-AL-10004582,Material de oficina,Almacenamiento,"Eldon Carpetas, Industrial",814.8,7
1445,US-2021-140375,7/05/2021,2/05/2021,Rápido,29334720,Salomé Castillo,Pequeña empresa,Callao,Callao,Perú,Sur,MOB-MO-10000543,Mobiliario,Mobiliario,"Tenex Reloj, Duradero",189.12,1
8774,US-2021-167178,8/05/2021,1/05/2021,Estándar,36174491,Samuel Alemán,Cliente,Heroica Zitácuaro,Michoacán,México,Norte,MOB-SI-10004577,Mobiliario,Sillas,"Office Star Silla plegable, Rojo",978.24,2
8365,MX-2021-160850,8/05/2021,2/05/2021,Estándar,26344831,Jairo Castelo,Empresa,Maturín,Monagas,Venezuela,Sur,MAT-AL-10001458,Material de oficina,Almacenamiento,"Smead Bandejas, Azul",387.84,2
1155,MX-2021-119620,8/05/2021,6/05/2021,Rápido,28634126,Rafaela Carvajal,Pequeña empresa,Consolación del Sur,Pinar del Río,Cuba,Caribe,MAT-GR-10001638,Material de oficina,Grapas,"Stockwell Pasadores, Paquete de 12",268.2,3
9323,MX-2021-166807,8/05/2021,6/05/2021,Rápido,69266774,Jonás Toro,Empresa,Santiago,Santiago,Chile,Sur,MAT-ET-10002269,Material de oficina,Etiquetas,"Novimex Etiquetas extraíbles, Duradero",342,5
8988,MX-2021-100006,8/05/2021,7/05/2021,Urgente,98865039,Horacio Nino,Pequeña empresa,Pinar del Río,Pinar del Río,Cuba,Caribe,MOB-LI-10003773,Mobiliario,Librerías,"Sauder Vitrina, Metal",6645.6,6
5646,US-2021-114958,9/05/2021,2/05/2021,Estándar,83937781,Melisa Olivo,Cliente,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MAT-CA-10001363,Material de oficina,Carpetas,"Ibico Cubierta de carpeta, Reciclado",448.32,6
609,MX-2021-162306,9/05/2021,7/05/2021,Urgente,57465283,Joshua Altamirano,Cliente,Orizaba,Veracruz,México,Norte,MAT-PA-10003728,Material de oficina,Papel,"Enermax Resma, Paquete de 12",1304.4,6
4724,MX-2021-166919,10/05/2021,6/05/2021,Estándar,63728095,Yasmina Alfaro,Cliente,Managua,Managua,Nicaragua,Centro,MAT-GR-10002546,Material de oficina,Grapas,"Stockwell Grapadoras, Metal",252.8,2
7133,MX-2021-169838,10/05/2021,6/05/2021,Estándar,70457474,Clarisa Valle,Pequeña empresa,Las Tunas,Las Tunas,Cuba,Caribe,MOB-MO-10001390,Mobiliario,Mobiliario,"Advantus Tope para puertas, Surtido",601.2,2
10038,US-2021-156293,10/05/2021,6/05/2021,Estándar,64585644,Mafalda Rojo,Empresa,Indaial,Santa Catarina,Brasil,Sur,MAT-GR-10000577,Material de oficina,Grapas,"Accos Clips, Paquete de 12",179.6,5
50,MX-2021-100783,10/05/2021,6/05/2021,Estándar,64585644,Mafalda Rojo,Empresa,Medellín,Antioquia,Colombia,Sur,MAT-GR-10003651,Material de oficina,Grapas,"Accos Clips, Paquete de 12",449,5
1547,MX-2021-115105,10/05/2021,8/05/2021,Rápido,79387845,Gorka Irizarri,Cliente,San Lorenzo,Central,Paraguay,Sur,MAT-SU-10004358,Material de oficina,Suministros,"Fiskars Cizallas, Azul",317.6,1
1548,MX-2021-115105,10/05/2021,8/05/2021,Rápido,79387845,Gorka Irizarri,Cliente,San Lorenzo,Central,Paraguay,Sur,TEC-TE-10004900,Tecnología,Teléfonos,"Samsung Amplificador de señal, Al por mayor",8200.8,9
2871,MX-2021-135818,10/05/2021,9/05/2021,Urgente,90574646,Ivonne Laureano,Empresa,Ciudad de México,Distrito Federal,México,Norte,MAT-AR-10002200,Material de oficina,Arte,"Binney & Smith Lienzos, Tamaños variados",727.2,2
2870,MX-2021-135818,10/05/2021,9/05/2021,Urgente,90574646,Ivonne Laureano,Empresa,Ciudad de México,Distrito Federal,México,Norte,MAT-SU-10004739,Material de oficina,Suministros,"Kleencut Cúter, Rectangular",209,1
9219,MX-2021-148292,11/05/2021,5/05/2021,Estándar,61086345,Karen Partida,Cliente,Santiago,Santiago,Chile,Sur,MAT-ET-10004975,Material de oficina,Etiquetas,"Smead Etiquetas con códigos de color, Blanco",174,2
9220,MX-2021-148292,11/05/2021,5/05/2021,Estándar,61086345,Karen Partida,Cliente,Santiago,Santiago,Chile,Sur,MOB-SI-10001568,Mobiliario,Sillas,"Office Star Estora, 2",4084.2,9
7690,MX-2021-112613,11/05/2021,6/05/2021,Estándar,85967766,Pedro Nino,Cliente,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MOB-SI-10000486,Mobiliario,Sillas,"Novimex Silla plegable, Rojo",1315.68,3
7689,MX-2021-112613,11/05/2021,6/05/2021,Estándar,85967766,Pedro Nino,Cliente,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MAT-EL-10004154,Material de oficina,Electrodomésticos,"Hamilton Beach Molinillo de café, Plateado",694.56,3
405,US-2021-139444,11/05/2021,6/05/2021,Estándar,28266542,Mateo Rodríguez,Cliente,San Pedro de Macorís,San Pedro de Macorís,República Dominicana,Caribe,MAT-ET-10004097,Material de oficina,Etiquetas,"Novimex Etiquetas para documentos legales, Rojo",54.88,1
7688,MX-2021-112613,11/05/2021,6/05/2021,Estándar,85967766,Pedro Nino,Cliente,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MAT-SU-10002115,Material de oficina,Suministros,"Kleencut Abrecartas, Rectangular",380.16,3
10225,US-2021-110590,11/05/2021,7/05/2021,Rápido,58234365,Isolda Guardado,Empresa,Quixadá,Ceará,Brasil,Sur,MOB-LI-10000682,Mobiliario,Librerías,"Bush Librería clásica, Metal",2198.08,2
237,MX-2021-165435,11/05/2021,7/05/2021,Rápido,58234365,Isolda Guardado,Empresa,Managua,Managua,Nicaragua,Centro,MOB-LI-10002041,Mobiliario,Librerías,"Bush Librería clásica, Metal",5495.2,2
3784,MX-2021-157308,11/05/2021,7/05/2021,Rápido,43994388,Manuela Armenta,Cliente,Gravataí,Río Grande del Sur,Brasil,Sur,MAT-AR-10003326,Material de oficina,Arte,"Boston Libreta de dibujo, Al por mayor",977.4,3
5175,MX-2021-139262,11/05/2021,7/05/2021,Estándar,89936439,Beltrán Comino,Empresa,Itapetininga,São Paulo,Brasil,Sur,MAT-SU-10004266,Material de oficina,Suministros,"Stiletto Cizallas, Acero",949.8,3
3785,MX-2021-157308,11/05/2021,7/05/2021,Rápido,43994388,Manuela Armenta,Cliente,Gravataí,Río Grande del Sur,Brasil,Sur,MAT-CA-10002361,Material de oficina,Carpetas,"Acco Anillas, Duradero",54.4,1
4398,MX-2021-108980,12/05/2021,5/05/2021,Estándar,73448439,Gabriela Guerrero,Empresa,Managua,Managua,Nicaragua,Centro,MOB-MO-10003508,Mobiliario,Mobiliario,"Rubvermaid Bandeja apiladora, Surtido",168,1
6511,MX-2021-112431,12/05/2021,7/05/2021,Estándar,22164758,Federico Callas,Empresa,San Salvador,San Salvador,El Salvador,Centro,MAT-CA-10000917,Material de oficina,Carpetas,"Avery Separadores, Económico",126.6,3
6512,MX-2021-112431,12/05/2021,7/05/2021,Estándar,22164758,Federico Callas,Empresa,San Salvador,San Salvador,El Salvador,Centro,MAT-SU-10001639,Material de oficina,Suministros,"Acme Abrecartas, Industrial",1697.6,8
6507,MX-2021-112431,12/05/2021,7/05/2021,Estándar,22164758,Federico Callas,Empresa,San Salvador,San Salvador,El Salvador,Centro,MAT-SU-10002909,Material de oficina,Suministros,"Kleencut Cizallas, Acero",923.4,3
6509,MX-2021-112431,12/05/2021,7/05/2021,Estándar,22164758,Federico Callas,Empresa,San Salvador,San Salvador,El Salvador,Centro,MAT-SO-10003115,Material de oficina,Sobres,"Ames Sobre de tipo Manila, Plateado",1264.2,7
6513,MX-2021-112431,12/05/2021,7/05/2021,Estándar,22164758,Federico Callas,Empresa,San Salvador,San Salvador,El Salvador,Centro,MAT-SU-10002064,Material de oficina,Suministros,"Fiskars Regla, Azul",673.4,7
6510,MX-2021-112431,12/05/2021,7/05/2021,Estándar,22164758,Federico Callas,Empresa,San Salvador,San Salvador,El Salvador,Centro,MAT-SO-10002576,Material de oficina,Sobres,"Ames Paquetes, Plateado",255,1
6508,MX-2021-112431,12/05/2021,7/05/2021,Estándar,22164758,Federico Callas,Empresa,San Salvador,San Salvador,El Salvador,Centro,MOB-LI-10003574,Mobiliario,Librerías,"Safco Estante de esquina, Metal",2978.4,3
9262,MX-2021-156839,12/05/2021,8/05/2021,Estándar,61886168,Nina Pérez,Cliente,Ciudad de México,Distrito Federal,México,Norte,MAT-AL-10004182,Material de oficina,Almacenamiento,"Tenex Archivador móvil, Metal",7992,9
5802,MX-2021-135328,12/05/2021,8/05/2021,Estándar,54385437,Marlén Farías,Pequeña empresa,Criciúma,Santa Catarina,Brasil,Sur,MOB-MO-10004728,Mobiliario,Mobiliario,"Eldon Bandeja apiladora, Duradero",380.4,2
5476,MX-2021-154788,12/05/2021,8/05/2021,Estándar,38344675,Pío Olivares,Cliente,Las Tunas,Las Tunas,Cuba,Caribe,MAT-ET-10002513,Material de oficina,Etiquetas,"Smead Etiquetas para documentos legales, Blanco",296,4
5475,MX-2021-154788,12/05/2021,8/05/2021,Estándar,38344675,Pío Olivares,Cliente,Las Tunas,Las Tunas,Cuba,Caribe,MAT-ET-10001693,Material de oficina,Etiquetas,"Harbour Creations Etiquetas redondas, Ajustable",93,3
5801,MX-2021-135328,12/05/2021,8/05/2021,Estándar,54385437,Marlén Farías,Pequeña empresa,Criciúma,Santa Catarina,Brasil,Sur,MAT-SO-10003950,Material de oficina,Sobres,"GlobeWeis Sobre de hebilla, Rojo",268.8,3
5799,MX-2021-135328,12/05/2021,8/05/2021,Estándar,54385437,Marlén Farías,Pequeña empresa,Criciúma,Santa Catarina,Brasil,Sur,MOB-SI-10002369,Mobiliario,Sillas,"Novimex Silla de playa, Negro",2031.4,7
5800,MX-2021-135328,12/05/2021,8/05/2021,Estándar,54385437,Marlén Farías,Pequeña empresa,Criciúma,Santa Catarina,Brasil,Sur,MAT-GR-10002533,Material de oficina,Grapas,"Advantus Grapas, Paquete de 12",68.6,1
6399,MX-2021-103366,12/05/2021,12/05/2021,Mismo día,62174397,Eulalia Rolón,Empresa,Villa Canales,Guatemala,Guatemala,Centro,MAT-PA-10003339,Material de oficina,Papel,"Enermax Papel de tipo pergamino, Multicolor",112,1
9304,MX-2021-124835,13/05/2021,7/05/2021,Estándar,24937955,Valerio Zayas,Pequeña empresa,Tlalnepantla,México,México,Norte,MAT-ET-10001442,Material de oficina,Etiquetas,"Hon Etiquetas de envío, Rojo",447.6,6
9303,MX-2021-124835,13/05/2021,7/05/2021,Estándar,24937955,Valerio Zayas,Pequeña empresa,Tlalnepantla,México,México,Norte,MAT-AR-10004763,Material de oficina,Arte,"Stanley Subrayadores, Azul",294,3
3357,MX-2021-146612,13/05/2021,9/05/2021,Estándar,24798753,Alicia Pizarro,Cliente,Las Tunas,Las Tunas,Cuba,Caribe,MAT-CA-10004608,Material de oficina,Carpetas,"Wilson Jones Perforador, Económico",746.4,4
4215,US-2021-164882,13/05/2021,9/05/2021,Estándar,80467739,Anastasia Dávila,Cliente,Huancayo,Junín,Perú,Sur,MAT-CA-10000019,Material de oficina,Carpetas,"Wilson Jones Carpeta, Reciclado",267.6,5
3356,MX-2021-146612,13/05/2021,9/05/2021,Estándar,24798753,Alicia Pizarro,Cliente,Las Tunas,Las Tunas,Cuba,Caribe,TEC-AC-10002869,Tecnología,Accesorios,"SanDisk Ratón, Económico",1787.8,7
530,MX-2021-118766,14/05/2021,9/05/2021,Estándar,77745848,Álvaro Muñoz,Pequeña empresa,San Salvador,San Salvador,El Salvador,Centro,MAT-GR-10000260,Material de oficina,Grapas,"OIC Pasadores, Tamaños variados",741.6,9
531,MX-2021-118766,14/05/2021,9/05/2021,Estándar,77745848,Álvaro Muñoz,Pequeña empresa,San Salvador,San Salvador,El Salvador,Centro,MOB-MO-10004154,Mobiliario,Mobiliario,"Eldon Marco, Duradero",6796.8,9
1717,US-2021-109526,14/05/2021,10/05/2021,Estándar,39138485,Alfredo Barajas,Pequeña empresa,Ciudad de México,Distrito Federal,México,Norte,MOB-MO-10002101,Mobiliario,Mobiliario,"Rubvermaid Marco, Premium",1302.12,3
8979,MX-2021-130512,14/05/2021,10/05/2021,Rápido,41248978,Luís Tejada,Cliente,Petapa,Guatemala,Guatemala,Centro,TEC-AC-10002219,Tecnología,Accesorios,"Logitech Teclado, Blanco",882.6,3
8978,MX-2021-130512,14/05/2021,10/05/2021,Rápido,41248978,Luís Tejada,Cliente,Petapa,Guatemala,Guatemala,Centro,MAT-GR-10001828,Material de oficina,Grapas,"Accos Grapas, Tamaños variados",224,4
1299,MX-2021-121076,15/05/2021,8/05/2021,Estándar,41277220,Adriano Rolón,Cliente,Vacaria,Río Grande del Sur,Brasil,Sur,MOB-LI-10003593,Mobiliario,Librerías,"Dania Estante de esquina, Convencional",1627.6,2
7419,MX-2021-123981,15/05/2021,8/05/2021,Estándar,34358231,Ariadna Hernández,Pequeña empresa,Carrefour,Ouest,Haití,Caribe,TEC-MÁ-10001558,Tecnología,Máquinas,"Epson Impresora de tarjetas, Multicolor",1019.7,3
7421,MX-2021-123981,15/05/2021,8/05/2021,Estándar,34358231,Ariadna Hernández,Pequeña empresa,Carrefour,Ouest,Haití,Caribe,MAT-SU-10004453,Material de oficina,Suministros,"Acme Cúter, Azul",453.6,3
1300,MX-2021-121076,15/05/2021,8/05/2021,Estándar,41277220,Adriano Rolón,Cliente,Vacaria,Río Grande del Sur,Brasil,Sur,MOB-SI-10004792,Mobiliario,Sillas,"Hon Mecedora, Rojo",4354,5
1301,MX-2021-121076,15/05/2021,8/05/2021,Estándar,41277220,Adriano Rolón,Cliente,Vacaria,Río Grande del Sur,Brasil,Sur,MAT-GR-10000841,Material de oficina,Grapas,"Accos Chinchetas, Tamaños variados",148.4,2
7418,MX-2021-123981,15/05/2021,8/05/2021,Estándar,34358231,Ariadna Hernández,Pequeña empresa,Carrefour,Ouest,Haití,Caribe,MOB-SI-10000131,Mobiliario,Sillas,"Hon Silla de playa, Ajustable",1333.92,7
7420,MX-2021-123981,15/05/2021,8/05/2021,Estándar,34358231,Ariadna Hernández,Pequeña empresa,Carrefour,Ouest,Haití,Caribe,MOB-MO-10004315,Mobiliario,Mobiliario,"Eldon Reloj, Duradero",214.2,2
7417,MX-2021-123981,15/05/2021,8/05/2021,Estándar,34358231,Ariadna Hernández,Pequeña empresa,Carrefour,Ouest,Haití,Caribe,TEC-TE-10002856,Tecnología,Teléfonos,"Motorola Auriculares, Azul",956.88,3
1298,MX-2021-121076,15/05/2021,8/05/2021,Estándar,41277220,Adriano Rolón,Cliente,Vacaria,Río Grande del Sur,Brasil,Sur,MAT-GR-10003825,Material de oficina,Grapas,"Stockwell Chinchetas, Al por mayor",613.2,7
4521,MX-2021-101749,15/05/2021,10/05/2021,Estándar,82838793,Eloy Alcántara,Empresa,Cienfuegos,Cienfuegos,Cuba,Caribe,TEC-CO-10002221,Tecnología,Copiadoras,"HP Tinta, Color",1731.7296,2
4522,MX-2021-101749,15/05/2021,10/05/2021,Estándar,82838793,Eloy Alcántara,Empresa,Cienfuegos,Cienfuegos,Cuba,Caribe,TEC-TE-10002733,Tecnología,Teléfonos,"Cisco Cargador, Tamaños variados",17446.4,4
3412,MX-2021-117072,16/05/2021,11/05/2021,Rápido,38058671,Aniceto Toledo,Cliente,Santiago,Santiago,Chile,Sur,MAT-SO-10004116,Material de oficina,Sobres,"Jiffy Sobre de hebilla, Rojo",402,5
3413,MX-2021-117072,16/05/2021,11/05/2021,Rápido,38058671,Aniceto Toledo,Cliente,Santiago,Santiago,Chile,Sur,MAT-SU-10001190,Material de oficina,Suministros,"Elite Abrecartas, Azul",546,3
3414,MX-2021-117072,16/05/2021,11/05/2021,Rápido,38058671,Aniceto Toledo,Cliente,Santiago,Santiago,Chile,Sur,TEC-AC-10001332,Tecnología,Accesorios,"Logitech Teclado, Blanco",936.8,2
3411,MX-2021-117072,16/05/2021,11/05/2021,Rápido,38058671,Aniceto Toledo,Cliente,Santiago,Santiago,Chile,Sur,MAT-SO-10000258,Material de oficina,Sobres,"Ames Cierre adhesivo, 50",373.8,3
8502,MX-2021-149573,16/05/2021,12/05/2021,Rápido,49376651,Eulalia Márquez,Cliente,Gravataí,Río Grande del Sur,Brasil,Sur,TEC-CO-10004502,Tecnología,Copiadoras,"Canon Fotocopiadora con fax, Digital",5082.6144,4
8503,MX-2021-149573,16/05/2021,12/05/2021,Rápido,49376651,Eulalia Márquez,Cliente,Gravataí,Río Grande del Sur,Brasil,Sur,MAT-PA-10002716,Material de oficina,Papel,"Enermax Papel de tipo pergamino, Reciclado",204,2
628,US-2021-163251,16/05/2021,12/05/2021,Estándar,62228835,Claudio Aguilar,Empresa,David,Chiriquí,Panamá,Centro,MAT-PA-10000748,Material de oficina,Papel,"SanDisk Cuaderno, Multicolor",249.84,2
10050,US-2021-124730,16/05/2021,16/05/2021,Mismo día,64585644,Mafalda Rojo,Empresa,Araranguá,Santa Catarina,Brasil,Sur,MOB-LI-10000054,Mobiliario,Librerías,"Safco Librería clásica, Metal",3500.88,3
62,MX-2021-116337,16/05/2021,16/05/2021,Mismo día,64585644,Mafalda Rojo,Empresa,Lençóis Paulista,São Paulo,Brasil,Sur,MOB-LI-10004334,Mobiliario,Librerías,"Safco Librería clásica, Metal",8752.2,3
1321,MX-2021-148348,17/05/2021,12/05/2021,Estándar,57776070,Héctor Urías,Cliente,Tecomán,Colima,México,Norte,MAT-PA-10000460,Material de oficina,Papel,"Enermax Agenda, Multicolor",956.4,6
2653,MX-2021-114545,17/05/2021,13/05/2021,Rápido,77174569,Dina Cazares,Pequeña empresa,Taboão da Serra,São Paulo,Brasil,Sur,MAT-SO-10004647,Material de oficina,Sobres,"Kraft Sobre empresarial, 50",328.8,3
2655,MX-2021-114545,17/05/2021,13/05/2021,Rápido,77174569,Dina Cazares,Pequeña empresa,Taboão da Serra,São Paulo,Brasil,Sur,MOB-MO-10000300,Mobiliario,Mobiliario,"Tenex Bandeja apiladora, Duradero",445.2,3
2654,MX-2021-114545,17/05/2021,13/05/2021,Rápido,77174569,Dina Cazares,Pequeña empresa,Taboão da Serra,São Paulo,Brasil,Sur,MAT-CA-10001118,Material de oficina,Carpetas,"Wilson Jones Perforador, Duradero",393.2,2
2651,MX-2021-114545,17/05/2021,13/05/2021,Rápido,77174569,Dina Cazares,Pequeña empresa,Taboão da Serra,São Paulo,Brasil,Sur,TEC-TE-10003683,Tecnología,Teléfonos,"Cisco Teléfono inteligente, Al por mayor",1847.6,2
4684,MX-2021-169313,17/05/2021,13/05/2021,Estándar,55686181,Higinia Concepción,Cliente,Zapopan,Jalisco,México,Norte,MOB-SI-10002225,Mobiliario,Sillas,"Hon Sillón, 2",17150.56,7
2652,MX-2021-114545,17/05/2021,13/05/2021,Rápido,77174569,Dina Cazares,Pequeña empresa,Taboão da Serra,São Paulo,Brasil,Sur,MAT-SO-10002878,Material de oficina,Sobres,"Ames Sobre de hebilla, Plateado",256,4
9550,MX-2021-120873,17/05/2021,13/05/2021,Rápido,47994746,Crístofer Barraza,Pequeña empresa,Quetzaltenango,Quezaltenango,Guatemala,Centro,MOB-MO-10001856,Mobiliario,Mobiliario,"Tenex Bandeja apiladora, Surtido",843,5
4683,MX-2021-169313,17/05/2021,13/05/2021,Estándar,55686181,Higinia Concepción,Cliente,Zapopan,Jalisco,México,Norte,MAT-GR-10000422,Material de oficina,Grapas,"Advantus Chinchetas, Al por mayor",271.8,3
3716,US-2021-127579,17/05/2021,15/05/2021,Urgente,38844068,Donatella Casas,Cliente,San Pedro Sula,Cortés,Honduras,Centro,TEC-AC-10002460,Tecnología,Accesorios,"Enermax Teclado, Programable",705.96,3
3718,US-2021-127579,17/05/2021,15/05/2021,Urgente,38844068,Donatella Casas,Cliente,San Pedro Sula,Cortés,Honduras,Centro,MOB-SI-10004577,Mobiliario,Sillas,"Office Star Silla plegable, Rojo",1100.52,3
3717,US-2021-127579,17/05/2021,15/05/2021,Urgente,38844068,Donatella Casas,Cliente,San Pedro Sula,Cortés,Honduras,Centro,MOB-SI-10003652,Mobiliario,Sillas,"Novimex Mecedora, Negro",516,1
2857,MX-2021-118787,18/05/2021,14/05/2021,Estándar,80075877,Francisco Alonso,Cliente,Novo Cruzeiro,Minas Gerais,Brasil,Sur,MAT-ET-10002880,Material de oficina,Etiquetas,"Novimex Etiquetas para carpetas de archivos, Rojo",376.6,7
2858,MX-2021-118787,18/05/2021,14/05/2021,Estándar,80075877,Francisco Alonso,Cliente,Novo Cruzeiro,Minas Gerais,Brasil,Sur,MAT-SU-10002824,Material de oficina,Suministros,"Fiskars Abrecartas, Acero",182.2,1
7786,US-2021-141558,18/05/2021,14/05/2021,Estándar,64365831,Tirso Marín,Cliente,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MOB-MO-10004756,Mobiliario,Mobiliario,"Tenex Tope para puertas, Negro",877.8,6
10023,US-2021-105963,18/05/2021,15/05/2021,Urgente,41895637,David Caraballo,Empresa,Pirapora,Minas Gerais,Brasil,Sur,MAT-SU-10004017,Material de oficina,Suministros,"Fiskars Cúter, Rectangular",1202.88,14
35,MX-2021-100727,18/05/2021,15/05/2021,Urgente,41895637,David Caraballo,Empresa,Ciudad de México,Distrito Federal,México,Norte,MAT-SU-10002838,Material de oficina,Suministros,"Fiskars Cúter, Rectangular",3007.2,14
36,MX-2021-100727,18/05/2021,15/05/2021,Urgente,41895637,David Caraballo,Empresa,Ciudad de México,Distrito Federal,México,Norte,MAT-SU-10000526,Material de oficina,Suministros,"Acme Abrecartas, Acero",1381.8,7
37,MX-2021-100727,18/05/2021,15/05/2021,Urgente,41895637,David Caraballo,Empresa,Ciudad de México,Distrito Federal,México,Norte,MAT-SU-10001433,Material de oficina,Suministros,"Kleencut Cúter, Acero",908,4
10025,US-2021-105963,18/05/2021,15/05/2021,Urgente,41895637,David Caraballo,Empresa,Pirapora,Minas Gerais,Brasil,Sur,MAT-SU-10002592,Material de oficina,Suministros,"Kleencut Cúter, Acero",363.2,4
10024,US-2021-105963,18/05/2021,15/05/2021,Urgente,41895637,David Caraballo,Empresa,Pirapora,Minas Gerais,Brasil,Sur,MAT-SU-10002384,Material de oficina,Suministros,"Acme Abrecartas, Acero",552.72,7
1831,MX-2021-130470,18/05/2021,16/05/2021,Rápido,36488766,Eleonora Delgadillo,Pequeña empresa,Apopa,San Salvador,El Salvador,Centro,MOB-MO-10004210,Mobiliario,Mobiliario,"Deflect-O Tope para puertas, Premium",1702.8,6
1829,MX-2021-130470,18/05/2021,16/05/2021,Rápido,36488766,Eleonora Delgadillo,Pequeña empresa,Apopa,San Salvador,El Salvador,Centro,TEC-CO-10003069,Tecnología,Copiadoras,"Brother Fotocopiadora con fax, Digital",8901.5612,7
